#  
# Join of  'bsm_station_times.txt'  and  'earthquakes.txt'
#
 year mo dy hr mi sec sta4 sta16            geodkm jday eqnum nlat  elon    depkm Mw  eqid        
 2008  2 12  4 32 41  B917 tonyso917bcs2008 368.09 043   63   32.48 -115.34 12.4  5.0 2008.043_5.0
 2008  2 19 22 41 31  B917 tonyso917bcs2008 373.62 050   64   32.41 -115.37 12.0  5.1 2008.050_5.1
 2008  2 20  1 28 57  B917 tonyso917bcs2008 371.51 051   65   32.45 -115.33 16.6  4.8 2008.051_4.8
 2008  2 22 19 31 20  B917 tonyso917bcs2008 375.51 053   67   32.45 -115.24 12.1  4.9 2008.053_4.9
 2008  7 29 18 42 20  B917 tonyso917bcs2008 171.47 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 12  6  4 18 46  B917 tonyso917bcs2008 101.37 341   94   34.83 -116.39 12.0  5.1 2008.341_5.1
 2009  3 24 11 55 46  B917 tonyso917bcs2008 273.60 083   96   33.31 -115.66 12.0  5.0 2009.083_5.0
 2009  9 19 22 55 22  B917 tonyso917bcs2008 380.15 262  102   32.37 -115.31 12.0  5.2 2009.262_5.2
 2009 10  1 10  1 28  B917 tonyso917bcs2008 121.35 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B917 tonyso917bcs2008 121.94 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B917 tonyso917bcs2008 125.80 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2009 12 30 18 49  1  B917 tonyso917bcs2008 377.82 364  108   32.46 -115.17 14.7  5.9 2009.364_5.9
 2010  4  4 22 41  9  B917 tonyso917bcs2008 382.65 094  112   32.31 -115.39 12.8  7.2 2010.094_7.2
 2010  4  5 11 14 18  B917 tonyso917bcs2008 321.82 095  113   32.76 -115.79 20.9  5.1 2010.095_5.1
 2010  4  5 13 33 11  B917 tonyso917bcs2008 321.23 095  114   32.81 -115.68 20.3  5.0 2010.095_5.0
 2010  4  8 16 44 30  B917 tonyso917bcs2008 394.10 098  115   32.25 -115.26 12.0  5.4 2010.098_5.4
 2010  4 15 10 20 49  B917 tonyso917bcs2008 422.56 105  116   32.04 -115.08 12.0  4.9 2010.105_4.9
 2010  5  8 18 33 12  B917 tonyso917bcs2008 339.02 128  120   32.60 -115.76 19.0  5.0 2010.128_5.0
 2010  5  8 18 46 28  B917 tonyso917bcs2008 338.08 128  121   32.59 -115.81 15.0  4.9 2010.128_4.9
 2010  5 22 17 31  0  B917 tonyso917bcs2008 338.48 142  123   32.58 -115.83 19.0  5.1 2010.142_5.1
 2010  6 15  4 27  1  B917 tonyso917bcs2008 324.92 166  124   32.66 -115.98 13.4  5.8 2010.166_5.8
 2010  7  7 23 53 38  B917 tonyso917bcs2008 231.04 188  125   33.41 -116.51 24.1  5.5 2010.188_5.5
 2010  9 14 10 52 22  B917 tonyso917bcs2008 407.52 257  127   32.14 -115.20 14.7  5.0 2010.257_5.0
 2010  9 20  0 30  6  B917 tonyso917bcs2008 414.40 263  128   32.11 -115.11 14.9  4.9 2010.263_4.9
 2010 12 11 12 52 31  B917 tonyso917bcs2008 390.02 345  132   32.31 -115.22 15.3  4.8 2010.345_4.8
 2011  2 18 17 47 38  B917 tonyso917bcs2008 419.55 049  135   32.08 -115.06 12.0  5.2 2011.049_5.2
 2011  4 17  0 45 41  B917 tonyso917bcs2008 365.39 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B917 tonyso917bcs2008 377.48 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2012  7  1  3 25 21  B917 tonyso917bcs2008 391.50 183  155   32.23 -115.37 18.4  4.8 2012.183_4.8
 2012  7  1  6 36  8  B917 tonyso917bcs2008 401.85 183  156   32.18 -115.24 12.0  4.8 2012.183_4.8
 2012  8 26 19 32 26  B917 tonyso917bcs2008 314.12 239  164   32.92 -115.59 12.0  5.4 2012.239_5.4
 2012  8 26 20 58  1  B917 tonyso917bcs2008 312.59 239  165   32.95 -115.56 12.0  5.5 2012.239_5.5
 2012 10 21  6 55 14  B917 tonyso917bcs2008 342.25 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B917 tonyso917bcs2008 304.59 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 29 14 38  7  B917 tonyso917bcs2008 276.58 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  3 17 23 53 14  B918 mtsprn918bcs2008 338.10 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  6 15 22 28 52  B918 mtsprn918bcs2008 387.59 167    3   32.45 -117.92 12.0  5.0 2004.167_5.0
 2004  9 18 23  2 21  B918 mtsprn918bcs2008 250.89 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B918 mtsprn918bcs2008 251.23 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B918 mtsprn918bcs2008 265.24 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B918 mtsprn918bcs2008 265.20 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B918 mtsprn918bcs2008 118.25 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B918 mtsprn918bcs2008 267.93 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  4 16 19 18 22  B918 mtsprn918bcs2008 175.29 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2005  6 12 15 41 51  B918 mtsprn918bcs2008 272.14 163   26   33.63 -116.59 14.0  5.2 2005.163_5.2
 2005  6 16 20 53 30  B918 mtsprn918bcs2008 212.45 167   28   34.09 -116.99 12.0  4.9 2005.167_4.9
 2005  8 31 22 50 23  B918 mtsprn918bcs2008 379.42 243   31   32.92 -115.65 12.0  4.8 2005.243_4.8
 2005  9  2  1 27 24  B918 mtsprn918bcs2008 355.63 245   32   33.23 -115.52 12.0  5.1 2005.245_5.1
 2006  5 24  4 20 30  B918 mtsprn918bcs2008 443.56 144   39   32.43 -115.28 12.0  5.3 2006.144_5.3
 2007 10 31  3  4 59  B918 mtsprn918bcs2008 405.84 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2008  2  9  7 12  9  B918 mtsprn918bcs2008 426.89 040   61   32.56 -115.37 12.0  5.1 2008.040_5.1
 2008  2 11 18 29 35  B918 mtsprn918bcs2008 440.64 042   62   32.46 -115.28 12.0  5.1 2008.042_5.1
 2008  2 12  4 32 41  B918 mtsprn918bcs2008 436.03 043   63   32.48 -115.34 12.4  5.0 2008.043_5.0
 2008  2 19 22 41 31  B918 mtsprn918bcs2008 441.60 050   64   32.41 -115.37 12.0  5.1 2008.050_5.1
 2008  2 20  1 28 57  B918 mtsprn918bcs2008 439.40 051   65   32.45 -115.33 16.6  4.8 2008.051_4.8
 2008  2 22 19 31 20  B918 mtsprn918bcs2008 443.40 053   67   32.45 -115.24 12.1  4.9 2008.053_4.9
 2008  4 26  6 40 14  B918 mtsprn918bcs2008 450.44 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  7 29 18 42 20  B918 mtsprn918bcs2008 224.22 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 12  6  4 18 46  B918 mtsprn918bcs2008 165.20 341   94   34.83 -116.39 12.0  5.1 2008.341_5.1
 2009  3 24 11 55 46  B918 mtsprn918bcs2008 341.29 083   96   33.31 -115.66 12.0  5.0 2009.083_5.0
 2009  9 19 22 55 22  B918 mtsprn918bcs2008 448.12 262  102   32.37 -115.31 12.0  5.2 2009.262_5.2
 2009 10  1 10  1 28  B918 mtsprn918bcs2008  54.68 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B918 mtsprn918bcs2008  56.12 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B918 mtsprn918bcs2008  60.15 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2009 12 30 18 49  1  B918 mtsprn918bcs2008 445.62 364  108   32.46 -115.17 14.7  5.9 2009.364_5.9
 2010  4  4 22 41  9  B918 mtsprn918bcs2008 450.64 094  112   32.31 -115.39 12.8  7.2 2010.094_7.2
 2010  4  5 11 14 18  B918 mtsprn918bcs2008 389.65 095  113   32.76 -115.79 20.9  5.1 2010.095_5.1
 2010  4  5 13 33 11  B918 mtsprn918bcs2008 389.10 095  114   32.81 -115.68 20.3  5.0 2010.095_5.0
 2010  4  8 16 44 30  B918 mtsprn918bcs2008 462.07 098  115   32.25 -115.26 12.0  5.4 2010.098_5.4
 2010  4 15 10 20 49  B918 mtsprn918bcs2008 490.51 105  116   32.04 -115.08 12.0  4.9 2010.105_4.9
 2010  5  8 18 33 12  B918 mtsprn918bcs2008 406.87 128  120   32.60 -115.76 19.0  5.0 2010.128_5.0
 2010  5  8 18 46 28  B918 mtsprn918bcs2008 405.94 128  121   32.59 -115.81 15.0  4.9 2010.128_4.9
 2010  5 22 17 31  0  B918 mtsprn918bcs2008 406.26 142  123   32.58 -115.83 19.0  5.1 2010.142_5.1
 2010  6 15  4 27  1  B918 mtsprn918bcs2008 392.64 166  124   32.66 -115.98 13.4  5.8 2010.166_5.8
 2010  7  7 23 53 38  B918 mtsprn918bcs2008 298.01 188  125   33.41 -116.51 24.1  5.5 2010.188_5.5
 2010  9 14 10 52 22  B918 mtsprn918bcs2008 475.46 257  127   32.14 -115.20 14.7  5.0 2010.257_5.0
 2010  9 20  0 30  6  B918 mtsprn918bcs2008 482.31 263  128   32.11 -115.11 14.9  4.9 2010.263_4.9
 2010 12 11 12 52 31  B918 mtsprn918bcs2008 457.92 345  132   32.31 -115.22 15.3  4.8 2010.345_4.8
 2011  2 18 17 47 38  B918 mtsprn918bcs2008 487.48 049  135   32.08 -115.06 12.0  5.2 2011.049_5.2
 2011  4 17  0 45 41  B918 mtsprn918bcs2008 297.99 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B918 mtsprn918bcs2008 330.70 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B918 mtsprn918bcs2008 476.58 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012  7  1  3 25 21  B918 mtsprn918bcs2008 459.41 183  155   32.23 -115.37 18.4  4.8 2012.183_4.8
 2012  7  1  6 36  8  B918 mtsprn918bcs2008 469.83 183  156   32.18 -115.24 12.0  4.8 2012.183_4.8
 2012  8 26 19 32 26  B918 mtsprn918bcs2008 382.05 239  164   32.92 -115.59 12.0  5.4 2012.239_5.4
 2012  8 26 20 58  1  B918 mtsprn918bcs2008 380.48 239  165   32.95 -115.56 12.0  5.5 2012.239_5.5
 2012 10 21  6 55 14  B918 mtsprn918bcs2008 298.40 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B918 mtsprn918bcs2008 239.28 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 29 14 38  7  B918 mtsprn918bcs2008 278.22 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  3 17 23 53 14  B921 randsb921bcs2008 354.66 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  6 15 22 28 52  B921 randsb921bcs2008 350.34 167    3   32.45 -117.92 12.0  5.0 2004.167_5.0
 2004  9 18 23  2 21  B921 randsb921bcs2008 291.42 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B921 randsb921bcs2008 291.76 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B921 randsb921bcs2008 280.82 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B921 randsb921bcs2008 281.99 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B921 randsb921bcs2008 117.27 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B921 randsb921bcs2008 284.99 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  4 16 19 18 22  B921 randsb921bcs2008 168.30 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2005  6 12 15 41 51  B921 randsb921bcs2008 231.52 163   26   33.63 -116.59 14.0  5.2 2005.163_5.2
 2005  6 16 20 53 30  B921 randsb921bcs2008 171.86 167   28   34.09 -116.99 12.0  4.9 2005.167_4.9
 2005  8 31 22 50 23  B921 randsb921bcs2008 339.51 243   31   32.92 -115.65 12.0  4.8 2005.243_4.8
 2005  9  2  1 27 24  B921 randsb921bcs2008 316.50 245   32   33.23 -115.52 12.0  5.1 2005.245_5.1
 2006  5 24  4 20 30  B921 randsb921bcs2008 403.75 144   39   32.43 -115.28 12.0  5.3 2006.144_5.3
 2007 10 31  3  4 59  B921 randsb921bcs2008 434.27 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2008  2  9  7 12  9  B921 randsb921bcs2008 387.07 040   61   32.56 -115.37 12.0  5.1 2008.040_5.1
 2008  2 11 18 29 35  B921 randsb921bcs2008 400.86 042   62   32.46 -115.28 12.0  5.1 2008.042_5.1
 2008  2 12  4 32 41  B921 randsb921bcs2008 396.17 043   63   32.48 -115.34 12.4  5.0 2008.043_5.0
 2008  2 19 22 41 31  B921 randsb921bcs2008 401.63 050   64   32.41 -115.37 12.0  5.1 2008.050_5.1
 2008  2 20  1 28 57  B921 randsb921bcs2008 399.56 051   65   32.45 -115.33 16.6  4.8 2008.051_4.8
 2008  2 22 19 31 20  B921 randsb921bcs2008 403.68 053   67   32.45 -115.24 12.1  4.9 2008.053_4.9
 2008  4 26  6 40 14  B921 randsb921bcs2008 490.69 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  7 29 18 42 20  B921 randsb921bcs2008 187.84 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 12  6  4 18 46  B921 randsb921bcs2008 129.25 341   94   34.83 -116.39 12.0  5.1 2008.341_5.1
 2009  3 24 11 55 46  B921 randsb921bcs2008 301.95 083   96   33.31 -115.66 12.0  5.0 2009.083_5.0
 2009  9 19 22 55 22  B921 randsb921bcs2008 408.20 262  102   32.37 -115.31 12.0  5.2 2009.262_5.2
 2009 10  1 10  1 28  B921 randsb921bcs2008  94.23 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B921 randsb921bcs2008  95.35 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B921 randsb921bcs2008  99.09 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2009 12 30 18 49  1  B921 randsb921bcs2008 406.05 364  108   32.46 -115.17 14.7  5.9 2009.364_5.9
 2010  4  4 22 41  9  B921 randsb921bcs2008 410.56 094  112   32.31 -115.39 12.8  7.2 2010.094_7.2
 2010  4  5 11 14 18  B921 randsb921bcs2008 349.44 095  113   32.76 -115.79 20.9  5.1 2010.095_5.1
 2010  4  5 13 33 11  B921 randsb921bcs2008 349.08 095  114   32.81 -115.68 20.3  5.0 2010.095_5.0
 2010  4  8 16 44 30  B921 randsb921bcs2008 422.12 098  115   32.25 -115.26 12.0  5.4 2010.098_5.4
 2010  4 15 10 20 49  B921 randsb921bcs2008 450.63 105  116   32.04 -115.08 12.0  4.9 2010.105_4.9
 2010  5  8 18 33 12  B921 randsb921bcs2008 366.56 128  120   32.60 -115.76 19.0  5.0 2010.128_5.0
 2010  5  8 18 46 28  B921 randsb921bcs2008 365.55 128  121   32.59 -115.81 15.0  4.9 2010.128_4.9
 2010  5 22 17 31  0  B921 randsb921bcs2008 365.87 142  123   32.58 -115.83 19.0  5.1 2010.142_5.1
 2010  6 15  4 27  1  B921 randsb921bcs2008 352.11 166  124   32.66 -115.98 13.4  5.8 2010.166_5.8
 2010  7  7 23 53 38  B921 randsb921bcs2008 257.49 188  125   33.41 -116.51 24.1  5.5 2010.188_5.5
 2010  9 14 10 52 22  B921 randsb921bcs2008 435.51 257  127   32.14 -115.20 14.7  5.0 2010.257_5.0
 2010  9 20  0 30  6  B921 randsb921bcs2008 442.47 263  128   32.11 -115.11 14.9  4.9 2010.263_4.9
 2010 12 11 12 52 31  B921 randsb921bcs2008 418.10 345  132   32.31 -115.22 15.3  4.8 2010.345_4.8
 2011  2 18 17 47 38  B921 randsb921bcs2008 447.66 049  135   32.08 -115.06 12.0  5.2 2011.049_5.2
 2011  4 17  0 45 41  B921 randsb921bcs2008 338.62 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B921 randsb921bcs2008 352.88 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2012  7  1  3 25 21  B921 randsb921bcs2008 419.33 183  155   32.23 -115.37 18.4  4.8 2012.183_4.8
 2012  7  1  6 36  8  B921 randsb921bcs2008 429.84 183  156   32.18 -115.24 12.0  4.8 2012.183_4.8
 2012  8 26 19 32 26  B921 randsb921bcs2008 342.26 239  164   32.92 -115.59 12.0  5.4 2012.239_5.4
 2012  8 26 20 58  1  B921 randsb921bcs2008 340.78 239  165   32.95 -115.56 12.0  5.5 2012.239_5.5
 2012 10 21  6 55 14  B921 randsb921bcs2008 318.42 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B921 randsb921bcs2008 279.44 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 29 14 38  7  B921 randsb921bcs2008 268.74 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  1 25 15 12 29  B926 cowich926bbc2007 275.81 025    1   49.05 -127.88 12.0  5.4 2004.025_5.4
 2004  7 15 12  6 54  B926 cowich926bbc2007 233.91 197    5   49.48 -127.17 18.7  5.7 2004.197_5.7
 2004  7 19  8  1 52  B926 cowich926bbc2007 239.96 201    6   49.60 -127.19 24.8  6.3 2004.201_6.3
 2004 11  2 10  2 16  B926 cowich926bbc2007 367.71 307   14   49.17 -129.13 19.0  6.6 2004.307_6.6
 2004 11  2 14  3 42  B926 cowich926bbc2007 385.09 307   15   49.01 -129.38 19.7  5.0 2004.307_5.0
 2004 11  2 17 23 44  B926 cowich926bbc2007 356.62 307   16   49.29 -128.96 16.8  5.2 2004.307_5.2
 2004 11  2  9 30 47  B926 cowich926bbc2007 363.83 307   13   49.14 -129.08 17.9  5.1 2004.307_5.1
 2005  2 28 12 49 26  B926 cowich926bbc2007 386.47 059   18   48.08 -129.24 12.0  5.0 2005.059_5.0
 2005  2 28 13 50 26  B926 cowich926bbc2007 382.42 059   19   48.07 -129.18 12.0  4.9 2005.059_4.9
 2005  3  1  0 32 27  B926 cowich926bbc2007 377.20 060   20   48.13 -129.13 12.0  5.0 2005.060_5.0
 2005  3  1 21 34 30  B926 cowich926bbc2007 387.47 060   21   48.07 -129.25 12.0  5.0 2005.060_5.0
 2005 11 19 12 40  6  B926 cowich926bbc2007 351.19 323   33   48.52 -128.88 16.0  5.3 2005.323_5.3
 2008  4 27 21 18  4  B926 cowich926bbc2007 354.09 118   74   48.66 -128.94 20.8  5.2 2008.118_5.2
 2008  8 25 22 24 57  B926 cowich926bbc2007 366.99 238   88   48.70 -129.12 23.0  5.1 2008.238_5.1
 2008  9 11 23 13 34  B926 cowich926bbc2007 394.84 255   89   47.45 -129.03 12.0  5.1 2008.255_5.1
 2008  9 11 23 26 28  B926 cowich926bbc2007 395.06 255   90   47.46 -129.04 12.0  5.2 2008.255_5.2
 2008 12 25  8 11 60  B926 cowich926bbc2007 361.88 360   95   48.78 -129.06 12.0  5.8 2008.360_5.8
 2010 10  4 14 51 60  B926 cowich926bbc2007 392.54 277  129   49.08 -129.48 16.1  5.3 2010.277_5.3
 2011  9  9 19 41 36  B926 cowich926bbc2007 228.65 252  145   49.27 -127.17 25.1  6.5 2011.252_6.5
 2012  2  4 20  5 32  B926 cowich926bbc2007 297.51 035  148   48.66 -128.17 12.0  5.6 2012.035_5.6
 2012  2 16  6 37 32  B926 cowich926bbc2007 293.69 047  151   48.80 -128.13 14.3  4.9 2012.047_4.9
 2012  6 27  4 22 33  B926 cowich926bbc2007 401.40 179  154   49.10 -129.60 18.8  5.1 2012.179_5.1
 2012  8 19 10  4  3  B926 cowich926bbc2007 390.21 232  163   47.57 -129.04 14.7  5.0 2012.232_5.0
 2012  8 19  8  7 36  B926 cowich926bbc2007 399.65 232  162   47.42 -129.08 15.0  5.6 2012.232_5.6
 2012 11  8  2  1 51  B926 cowich926bbc2007 346.16 313  172   48.90 -128.85 12.0  6.2 2012.313_6.2
 2013  1  7  3 33 23  B926 cowich926bbc2007 372.86 007  173   48.72 -129.20 27.2  4.8 2013.007_4.8
 2013  8  4 13 22 31  B926 cowich926bbc2007 259.86 216  181   49.52 -127.52 26.2  5.5 2013.216_5.5
 2004  1 25 15 12 29  B927 albern927bbc2007 224.59 025    1   49.05 -127.88 12.0  5.4 2004.025_5.4
 2004  7 15 12  6 54  B927 albern927bbc2007 174.35 197    5   49.48 -127.17 18.7  5.7 2004.197_5.7
 2004  7 19  8  1 52  B927 albern927bbc2007 178.92 201    6   49.60 -127.19 24.8  6.3 2004.201_6.3
 2004 11  2 10  2 16  B927 albern927bbc2007 314.64 307   14   49.17 -129.13 19.0  6.6 2004.307_6.6
 2004 11  2 14  3 42  B927 albern927bbc2007 334.10 307   15   49.01 -129.38 19.7  5.0 2004.307_5.0
 2004 11  2 17 23 44  B927 albern927bbc2007 301.91 307   16   49.29 -128.96 16.8  5.2 2004.307_5.2
 2004 11  2  9 30 47  B927 albern927bbc2007 311.14 307   13   49.14 -129.08 17.9  5.1 2004.307_5.1
 2005  2 28 12 49 26  B927 albern927bbc2007 349.60 059   18   48.08 -129.24 12.0  5.0 2005.059_5.0
 2005  2 28 13 50 26  B927 albern927bbc2007 345.92 059   19   48.07 -129.18 12.0  4.9 2005.059_4.9
 2005  3  1  0 32 27  B927 albern927bbc2007 339.91 060   20   48.13 -129.13 12.0  5.0 2005.060_5.0
 2005  3  1 21 34 30  B927 albern927bbc2007 350.71 060   21   48.07 -129.25 12.0  5.0 2005.060_5.0
 2005 11 19 12 40  6  B927 albern927bbc2007 308.19 323   33   48.52 -128.88 16.0  5.3 2005.323_5.3
 2008  4 27 21 18  4  B927 albern927bbc2007 308.70 118   74   48.66 -128.94 20.8  5.2 2008.118_5.2
 2008  8 25 22 24 57  B927 albern927bbc2007 320.72 238   88   48.70 -129.12 23.0  5.1 2008.238_5.1
 2008  9 11 23 13 34  B927 albern927bbc2007 369.01 255   89   47.45 -129.03 12.0  5.1 2008.255_5.1
 2008  9 11 23 26 28  B927 albern927bbc2007 369.02 255   90   47.46 -129.04 12.0  5.2 2008.255_5.2
 2008 12 25  8 11 60  B927 albern927bbc2007 314.34 360   95   48.78 -129.06 12.0  5.8 2008.360_5.8
 2010 10  4 14 51 60  B927 albern927bbc2007 340.58 277  129   49.08 -129.48 16.1  5.3 2010.277_5.3
 2011  9  9 19 41 36  B927 albern927bbc2007 173.11 252  145   49.27 -127.17 25.1  6.5 2011.252_6.5
 2012  2  4 20  5 32  B927 albern927bbc2007 253.58 035  148   48.66 -128.17 12.0  5.6 2012.035_5.6
 2012  2 16  6 37 32  B927 albern927bbc2007 247.10 047  151   48.80 -128.13 14.3  4.9 2012.047_4.9
 2012  6 27  4 22 33  B927 albern927bbc2007 349.20 179  154   49.10 -129.60 18.8  5.1 2012.179_5.1
 2012  8 19 10  4  3  B927 albern927bbc2007 362.44 232  163   47.57 -129.04 14.7  5.0 2012.232_5.0
 2012  8 19  8  7 36  B927 albern927bbc2007 374.01 232  162   47.42 -129.08 15.0  5.6 2012.232_5.6
 2012 11  8  2  1 51  B927 albern927bbc2007 296.97 313  172   48.90 -128.85 12.0  6.2 2012.313_6.2
 2013  1  7  3 33 23  B927 albern927bbc2007 326.22 007  173   48.72 -129.20 27.2  4.8 2013.007_4.8
 2013  8  4 13 22 31  B927 albern927bbc2007 200.64 216  181   49.52 -127.52 26.2  5.5 2013.216_5.5
 2004  1 25 15 12 29  B928 bamfld928bbc2007 202.71 025    1   49.05 -127.88 12.0  5.4 2004.025_5.4
 2004  7 15 12  6 54  B928 bamfld928bbc2007 165.76 197    5   49.48 -127.17 18.7  5.7 2004.197_5.7
 2004  7 19  8  1 52  B928 bamfld928bbc2007 173.73 201    6   49.60 -127.19 24.8  6.3 2004.201_6.3
 2004 11  2 10  2 16  B928 bamfld928bbc2007 294.84 307   14   49.17 -129.13 19.0  6.6 2004.307_6.6
 2004 11  2 14  3 42  B928 bamfld928bbc2007 311.82 307   15   49.01 -129.38 19.7  5.0 2004.307_5.0
 2004 11  2 17 23 44  B928 bamfld928bbc2007 284.21 307   16   49.29 -128.96 16.8  5.2 2004.307_5.2
 2004 11  2  9 30 47  B928 bamfld928bbc2007 290.86 307   13   49.14 -129.08 17.9  5.1 2004.307_5.1
 2005  2 28 12 49 26  B928 bamfld928bbc2007 314.87 059   18   48.08 -129.24 12.0  5.0 2005.059_5.0
 2005  2 28 13 50 26  B928 bamfld928bbc2007 310.93 059   19   48.07 -129.18 12.0  4.9 2005.059_4.9
 2005  3  1  0 32 27  B928 bamfld928bbc2007 305.45 060   20   48.13 -129.13 12.0  5.0 2005.060_5.0
 2005  3  1 21 34 30  B928 bamfld928bbc2007 315.91 060   21   48.07 -129.25 12.0  5.0 2005.060_5.0
 2005 11 19 12 40  6  B928 bamfld928bbc2007 278.09 323   33   48.52 -128.88 16.0  5.3 2005.323_5.3
 2008  4 27 21 18  4  B928 bamfld928bbc2007 280.79 118   74   48.66 -128.94 20.8  5.2 2008.118_5.2
 2008  8 25 22 24 57  B928 bamfld928bbc2007 293.68 238   88   48.70 -129.12 23.0  5.1 2008.238_5.1
 2008  9 11 23 13 34  B928 bamfld928bbc2007 328.02 255   89   47.45 -129.03 12.0  5.1 2008.255_5.1
 2008  9 11 23 26 28  B928 bamfld928bbc2007 328.14 255   90   47.46 -129.04 12.0  5.2 2008.255_5.2
 2008 12 25  8 11 60  B928 bamfld928bbc2007 288.33 360   95   48.78 -129.06 12.0  5.8 2008.360_5.8
 2010 10  4 14 51 60  B928 bamfld928bbc2007 319.35 277  129   49.08 -129.48 16.1  5.3 2010.277_5.3
 2011  9  9 19 41 36  B928 bamfld928bbc2007 158.19 252  145   49.27 -127.17 25.1  6.5 2011.252_6.5
 2012  2  4 20  5 32  B928 bamfld928bbc2007 224.16 035  148   48.66 -128.17 12.0  5.6 2012.035_5.6
 2012  2 16  6 37 32  B928 bamfld928bbc2007 220.21 047  151   48.80 -128.13 14.3  4.9 2012.047_4.9
 2012  6 27  4 22 33  B928 bamfld928bbc2007 328.28 179  154   49.10 -129.60 18.8  5.1 2012.179_5.1
 2012  8 19 10  4  3  B928 bamfld928bbc2007 322.41 232  163   47.57 -129.04 14.7  5.0 2012.232_5.0
 2012  8 19  8  7 36  B928 bamfld928bbc2007 332.98 232  162   47.42 -129.08 15.0  5.6 2012.232_5.6
 2012 11  8  2  1 51  B928 bamfld928bbc2007 272.65 313  172   48.90 -128.85 12.0  6.2 2012.313_6.2
 2013  1  7  3 33 23  B928 bamfld928bbc2007 299.61 007  173   48.72 -129.20 27.2  4.8 2013.007_4.8
 2013  8  4 13 22 31  B928 bamfld928bbc2007 191.34 216  181   49.52 -127.52 26.2  5.5 2013.216_5.5
 2004  7 12 16 45  4  B933 mckeem933bcn2008 474.51 194    4   44.30 -124.71 20.0  4.9 2004.194_4.9
 2004 12 22 20 47 27  B933 mckeem933bcn2008 365.01 357   17   42.40 -127.03 12.0  5.1 2004.357_5.1
